header,t,pose,velocity,acceleration,acc_bias,gyr_bias,jerk,snap,motors,timestamp
"seq: 28030
stamp: 
  secs: 1722284411
  nsecs:  54615498
frame_id: ""world""",1722284411.0546155,"position: 
  x: -0.1369837953828948
  y: -2.5793206031664444
  z: 1.2451435912496573
orientation: 
  x: -0.010911318431539785
  y: 0.02918689810495444
  z: -0.015005892915099054
  w: 0.9994017667019192","linear: 
  x: -0.032018761942702256
  y: -0.2118553758442938
  z: 0.018689661712830815
angular: 
  x: -0.05428959041290622
  y: -0.125713567399606
  z: -0.012933244314302306","linear: 
  x: 0.7018025392902564
  y: 0.28308102885476244
  z: -0.0005870786632085484
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.057841
"seq: 28031
stamp: 
  secs: 1722284411
  nsecs:  65108061
frame_id: ""world""",1722284411.065108,"position: 
  x: -0.137659874260866
  y: -2.581627301663813
  z: 1.2451870665668932
orientation: 
  x: -0.011073297361673838
  y: 0.028898264929559377
  z: -0.01503242355026757
  w: 0.9994079740585455","linear: 
  x: -0.037021386176320864
  y: -0.21210403770487415
  z: 0.013925713527270291
angular: 
  x: -0.04370211895185669
  y: -0.09303544922200122
  z: -0.010755225839185577","linear: 
  x: 0.6103696649148597
  y: 0.25933628300115635
  z: -0.03528577226492743
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.0748096
"seq: 28032
stamp: 
  secs: 1722284411
  nsecs:  75788975
frame_id: ""world""",1722284411.075789,"position: 
  x: -0.1387323020673476
  y: -2.5843217089126016
  z: 1.2446209314426901
orientation: 
  x: -0.011181465582979302
  y: 0.028468924395113268
  z: -0.01523766870719789
  w: 0.9994159837743101","linear: 
  x: -0.05363182396331552
  y: -0.22375269890028207
  z: -0.00961471106819416
angular: 
  x: -0.031799687484591485
  y: -0.08713750710479998
  z: -0.024190230179698808","linear: 
  x: 0.4396764684224261
  y: 0.15292963107532348
  z: -0.20622838179810424
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.0810559
"seq: 28033
stamp: 
  secs: 1722284411
  nsecs:  84618330
frame_id: ""world""",1722284411.0846183,"position: 
  x: -0.13983286391588948
  y: -2.5864397392264973
  z: 1.2444314314442082
orientation: 
  x: -0.011255783735005666
  y: 0.028014017688177306
  z: -0.01537973901739375
  w: 0.9994258280499029","linear: 
  x: -0.07037454616309581
  y: -0.22715385138805977
  z: -0.014527529523017677
angular: 
  x: -0.02494321169247609
  y: -0.09334834219986227
  z: -0.027944819804039234","linear: 
  x: 0.2880180690044183
  y: 0.11799141267947011
  z: -0.22896418183501335
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.0884986
"seq: 28034
stamp: 
  secs: 1722284411
  nsecs: 100079298
frame_id: ""world""",1722284411.1000793,"position: 
  x: -0.1414230654581775
  y: -2.589887665398503
  z: 1.2443988373420594
orientation: 
  x: -0.011059399785133324
  y: 0.026970244489878024
  z: -0.015396586212152289
  w: 0.9994564726497901","linear: 
  x: -0.08039714496622781
  y: -0.22386071106826697
  z: -0.011932345013556764
angular: 
  x: 0.003477868428821772
  y: -0.11768528778577222
  z: -0.014126651534857327","linear: 
  x: 0.18719757712304624
  y: 0.12851641446535592
  z: -0.18570289350905722
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.1064868
"seq: 28035
stamp: 
  secs: 1722284411
  nsecs: 105285168
frame_id: ""world""",1722284411.1052852,"position: 
  x: -0.14198058290654073
  y: -2.590921646122687
  z: 1.2446158483637182
orientation: 
  x: -0.011022242934202224
  y: 0.025810952583541897
  z: -0.015451961355253079
  w: 0.9994866391191557","linear: 
  x: -0.08402375923467623
  y: -0.21897579420076263
  z: -0.0037419503842767926
angular: 
  x: 0.007689560355426303
  y: -0.19332562559875277
  z: -0.016783383648714126","linear: 
  x: 0.1532000604252463
  y: 0.15966724664121
  z: -0.11804140558683965
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.1090071
"seq: 28036
stamp: 
  secs: 1722284411
  nsecs: 120656729
frame_id: ""world""",1722284411.1206567,"position: 
  x: -0.14259827412099413
  y: -2.594317837739259
  z: 1.2454120848030936
orientation: 
  x: -0.01050338798309898
  y: 0.0231397694538903
  z: -0.015593323343174833
  w: 0.9995554402721305","linear: 
  x: -0.06401181038144604
  y: -0.21776676227129146
  z: 0.018102465762776625
angular: 
  x: 0.04350202345197453
  y: -0.27559835011191314
  z: -0.018485919816669773","linear: 
  x: 0.2760334281576773
  y: 0.15118833564887266
  z: 0.047266895345105364
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.1253798
"seq: 28037
stamp: 
  secs: 1722284411
  nsecs: 124649286
frame_id: ""world""",1722284411.1246493,"position: 
  x: -0.14285774233027787
  y: -2.5950834802373874
  z: 1.2458035979479982
orientation: 
  x: -0.010503651992382023
  y: 0.02178742721412252
  z: -0.015586520564124719
  w: 0.9995859351185953","linear: 
  x: -0.06311203917397477
  y: -0.21375898357583617
  z: 0.028870755807953744
angular: 
  x: 0.03743778486277023
  y: -0.34901119242611944
  z: -0.015794489046744315","linear: 
  x: 0.27453061594692874
  y: 0.17647550010402493
  z: 0.12585549725269163
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.1387494
"seq: 28038
stamp: 
  secs: 1722284411
  nsecs: 138206005
frame_id: ""world""",1722284411.138206,"position: 
  x: -0.14355968941230832
  y: -2.597157267343414
  z: 1.2461081733279056
orientation: 
  x: -0.01064287711627012
  y: 0.01933977855879848
  z: -0.015764026704372373
  w: 0.9996320310964674","linear: 
  x: -0.055363017119076444
  y: -0.18603120184650954
  z: 0.027491588479947038
angular: 
  x: 0.007768781803745999
  y: -0.3559558248899092
  z: -0.024163131963692974","linear: 
  x: 0.3039737974612471
  y: 0.3617002605986228
  z: 0.10329871165499727
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.142161
"seq: 28039
stamp: 
  secs: 1722284411
  nsecs: 148642063
frame_id: ""world""",1722284411.148642,"position: 
  x: -0.14417085705166433
  y: -2.5989181119264857
  z: 1.246359060695488
orientation: 
  x: -0.010736781167312144
  y: 0.017446372579012073
  z: -0.01591797877289247
  w: 0.9996634251415751","linear: 
  x: -0.05360652868091993
  y: -0.1776960369522454
  z: 0.027389292974750613
angular: 
  x: -0.0004334875413250583
  y: -0.35882727926566244
  z: -0.028142885733702803","linear: 
  x: 0.2939418180365714
  y: 0.39401432185499313
  z: 0.09493523039156546
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.154931
"seq: 28040
stamp: 
  secs: 1722284411
  nsecs: 154788256
frame_id: ""world""",1722284411.1547883,"position: 
  x: -0.14471928679359572
  y: -2.600063540879613
  z: 1.2464672559531738
orientation: 
  x: -0.010880407953128782
  y: 0.016351286334293374
  z: -0.015941181853162713
  w: 0.999680014244114","linear: 
  x: -0.05894721961407837
  y: -0.1772073219511837
  z: 0.026000946502823783
angular: 
  x: -0.011864823665848068
  y: -0.35830268714453867
  z: -0.02365360317725507","linear: 
  x: 0.2414111729301951
  y: 0.3798075424138204
  z: 0.08044281358762075
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284411.1620555
