Frame,Sub Frame,RX_c,RY_c,RZ_c,TX_c,TY_c,TZ_c,RX_l,RY_l,RZ_l,TX_l,TY_l,TZ_l
2498,0,-0.043739,-0.059306,-1.592074,-505.417633,-334.022980,1463.597534,0.978991,0.841435,-2.252266,-1278.691284,-3089.085938,1356.526245
2499,0,-0.045895,-0.060429,-1.592896,-510.471405,-334.725372,1464.101929,1.003023,0.850554,-2.236220,-1282.338135,-3089.875732,1357.498657
2500,0,-0.045219,-0.060975,-1.592646,-515.394104,-335.511292,1464.534912,0.967773,0.831802,-2.255877,-1284.973999,-3090.093994,1357.700806
2501,0,-0.048877,-0.060180,-1.592707,-520.481323,-336.174835,1465.175903,0.973787,0.832195,-2.252876,-1287.962769,-3090.555908,1358.544556
2502,0,-0.059907,-0.057854,-1.594254,-526.424622,-336.335236,1466.358154,1.008227,0.873204,-2.236037,-1291.854980,-3091.053467,1360.425781
2503,0,-0.058803,-0.058299,-1.594549,-531.218079,-337.100189,1466.808838,0.912886,0.781682,-2.280297,-1293.162109,-3090.695801,1358.860229
2504,0,-0.059116,-0.058213,-1.594618,-535.852051,-337.946045,1467.194702,0.950873,0.801016,-2.266284,-1296.758057,-3090.181641,1360.161255
2505,0,-0.057054,-0.057903,-1.594927,-540.576904,-338.773499,1467.592285,1.025546,0.873104,-2.226608,-1299.167969,-3091.548096,1362.021729
2506,0,-0.045939,-0.061321,-1.594418,-543.612549,-340.454224,1466.865479,0.953303,0.811690,-2.262854,-1302.169434,-3090.807129,1361.609985
2507,0,-0.044809,-0.060796,-1.594925,-548.275757,-341.351318,1467.278076,0.975390,0.827191,-2.250425,-1305.475342,-3091.080322,1362.670410
2508,0,-0.044634,-0.060783,-1.593782,-552.603516,-342.331848,1467.518311,0.967992,0.821960,-2.254034,-1308.090088,-3090.875732,1363.503662
2509,0,-0.049539,-0.059094,-1.594495,-557.182922,-343.126923,1468.114868,0.015231,-1.940210,-4.428197,-1291.922241,-3111.004395,1363.178467
2510,0,-0.050327,-0.058948,-1.594396,-561.439087,-344.030060,1468.468262,0.033370,-1.866834,-4.471395,-1294.903076,-3110.688721,1363.528442
2511,0,-0.050779,-0.058746,-1.594377,-565.599182,-345.070740,1468.767456,-0.008871,-1.716487,-4.546266,-1297.887329,-3110.571777,1363.874390
2512,0,-0.047677,-0.058860,-1.594671,-569.479675,-346.232727,1468.896484,-0.019214,-1.775314,-4.516787,-1299.741089,-3110.378418,1364.728882
2513,0,-0.045595,-0.058847,-1.594500,-573.713867,-347.243774,1469.396973,0.020897,-1.912710,-4.445175,-1301.742432,-3109.613281,1366.207886
2514,0,-0.049434,-0.057866,-1.594861,-577.941101,-348.171783,1469.932007,0.114078,-2.042964,-4.375297,-1304.498413,-3108.057617,1367.086182
2515,0,-0.049465,-0.057118,-1.594722,-581.854614,-349.279694,1470.257324,0.160657,-2.092489,-4.340801,-1305.995850,-3108.449951,1367.377075
2516,0,-0.048837,-0.057226,-1.594603,-585.791321,-350.423401,1470.615112,0.174165,-2.240848,-4.234251,-1307.776245,-3108.292236,1368.835083
2517,0,-0.046215,-0.057983,-1.594700,-589.402405,-351.648865,1470.749146,0.189005,-2.442320,-4.100959,-1308.900635,-3105.653564,1371.289551
2518,0,-0.046602,-0.057530,-1.595199,-593.096619,-352.860107,1471.022461,0.369427,-1.211962,-4.513524,-1327.201050,-3129.696045,1356.921265
2519,0,-0.045182,-0.057528,-1.595167,-596.914612,-353.978729,1471.466675,0.315604,-0.809563,-4.612925,-1330.562378,-3130.079102,1354.693604
2520,0,-0.049226,-0.056935,-1.595328,-600.711487,-355.074066,1471.990479,0.267072,-0.527726,-4.666550,-1333.011963,-3129.792236,1352.885986
2521,0,-0.048616,-0.057713,-1.595367,-604.280823,-356.295349,1472.359253,0.214742,-0.329027,-4.696572,-1335.282715,-3128.860352,1352.100464
2522,0,-0.044938,-0.059973,-1.595633,-607.623108,-357.607788,1472.487671,0.275668,-0.477594,-4.674640,-1337.270630,-3128.270264,1355.052612
2523,0,-0.056681,-0.060986,-1.596681,-612.663025,-358.133606,1473.847778,0.071510,-0.181299,-4.730217,-1340.260986,-3127.493408,1352.342407
2524,0,-0.053025,-0.062053,-1.595882,-616.188293,-359.495392,1474.044678,0.058000,-0.157313,-4.728883,-1342.591187,-3126.487549,1352.822632
2525,0,-0.050016,-0.064515,-1.596254,-619.997498,-360.693237,1474.511719,0.050496,-0.144431,-4.729645,-1344.511841,-3125.612061,1353.552368
2526,0,-0.033955,-0.073276,-1.596205,-622.026733,-362.777344,1473.695312,0.066955,-0.149294,-4.730821,-1346.267944,-3124.618408,1354.950928
2527,0,-0.044076,-0.076487,-1.599011,-626.895142,-363.363739,1475.098511,0.010442,-0.113537,-4.732361,-1348.185913,-3123.526367,1355.527710
2528,0,-0.040438,-0.081306,-1.599027,-630.445374,-364.686523,1475.456421,-0.037193,-0.070879,-4.733070,-1350.225220,-3122.646973,1356.972534
2529,0,-0.035275,-0.084173,-1.598644,-633.804749,-366.151917,1475.558472,0.018563,-0.102853,-4.731253,-1351.779053,-3121.867920,1357.916992
2530,0,-0.028642,-0.088314,-1.598711,-636.981689,-367.674042,1475.566040,0.034425,-0.365787,-4.703205,-1352.827759,-3121.323486,1361.142822
2531,0,-0.025941,-0.090725,-1.598785,-640.477112,-369.038696,1475.826782,0.002595,-0.421609,-4.698979,-1354.787231,-3120.361084,1363.263428
2532,0,-0.025980,-0.092479,-1.598858,-644.024353,-370.361481,1476.196777,-0.008128,-0.334414,-4.705709,-1356.412231,-3119.739014,1363.210938
2533,0,-0.022514,-0.094833,-1.599068,-646.995789,-371.931122,1476.290649,0.003367,-0.414780,-4.696621,-1357.874023,-3119.219482,1365.281982
2534,0,-0.019424,-0.096329,-1.599071,-649.844849,-373.539032,1476.316650,-0.092468,-0.001335,-4.735858,-1358.244629,-3116.104248,1363.004395
2535,0,-0.018807,-0.097292,-1.599002,-652.841370,-375.116760,1476.432007,-0.052233,-0.033682,-4.737733,-1359.939697,-3115.603271,1363.271973
2536,0,-0.016876,-0.097838,-1.599063,-656.586914,-376.406372,1477.021240,-0.125141,0.062904,-4.734602,-1362.131958,-3114.975342,1365.334106
2537,0,-0.019256,-0.097045,-1.599223,-658.847717,-378.207611,1476.561646,-0.162252,0.107787,-4.732858,-1363.696777,-3114.295410,1366.906128
2538,0,-0.020251,-0.095991,-1.598654,-661.965088,-379.635498,1476.762085,-0.134065,0.102578,-4.735168,-1365.699707,-3113.674316,1367.765137
2539,0,-0.016904,-0.096355,-1.598845,-665.402954,-381.022827,1477.153564,-0.200794,0.187023,-4.729376,-1367.556274,-3113.043457,1369.812622
2540,0,-0.020964,-0.092792,-1.597459,-667.999573,-382.719330,1477.078369,-0.156166,0.081579,-4.759621,-1367.611328,-3110.576172,1371.946289
2541,0,-0.018235,-0.096523,-1.597841,-670.489990,-384.585785,1476.733398,-0.152204,0.125480,-4.757151,-1370.469482,-3110.955078,1373.498901
2542,0,-0.019852,-0.097550,-1.597529,-673.615417,-386.137085,1476.962891,-0.179644,0.172617,-4.745566,-1371.424927,-3111.163086,1374.618042
2543,0,-0.020385,-0.103279,-1.598458,-677.009094,-387.581116,1477.301636,-0.175257,0.183469,-4.745919,-1373.339600,-3110.971436,1376.009033
2544,0,-0.017942,-0.104631,-1.597684,-679.673706,-389.304382,1477.131348,-0.148967,0.187781,-4.746099,-1375.317871,-3110.863037,1378.036621
2545,0,-0.013626,-0.109788,-1.598054,-682.509399,-390.926147,1477.134399,-0.193931,0.212357,-4.743920,-1377.024292,-3111.076660,1379.315186
2546,0,-0.013675,-0.114450,-1.597582,-685.680420,-392.386932,1477.379883,-0.219908,0.210925,-4.751876,-1379.267090,-3110.691650,1381.227783
2547,0,-0.014763,-0.119084,-1.596836,-688.990601,-393.782867,1477.710327,-0.218899,0.237068,-4.739688,-1380.460449,-3111.339844,1382.825439
2548,0,-0.012852,-0.124927,-1.597093,-691.796326,-395.415405,1477.649170,-0.210118,0.223825,-4.741173,-1381.279053,-3111.161133,1384.738892
2549,0,-0.013900,-0.130114,-1.596918,-694.900513,-396.956299,1477.917480,-0.194523,0.219449,-4.740787,-1383.833252,-3112.105225,1386.489990
2550,0,-0.016246,-0.133360,-1.596448,-698.052490,-398.469879,1478.291626,-0.240937,0.245342,-4.736778,-1385.723999,-3112.668457,1388.062744
2551,0,-0.015531,-0.134956,-1.595977,-701.473083,-399.929169,1478.896851,-0.288105,0.256482,-4.743590,-1388.265747,-3112.580322,1390.416748
2552,0,-0.014129,-0.140520,-1.596270,-703.875793,-401.765594,1478.787720,-0.269106,0.253394,-4.744559,-1390.355469,-3113.497559,1392.555298
2553,0,-0.014853,-0.142588,-1.595944,-706.931824,-403.360016,1479.163208,-0.266830,0.245542,-4.733534,-1390.793213,-3115.058105,1393.707886
2554,0,-0.015218,-0.145409,-1.595741,-710.084045,-404.971069,1479.561890,-0.265074,0.238836,-4.734528,-1392.759644,-3116.164062,1395.544556
2555,0,-0.014787,-0.144388,-1.594271,-713.168274,-406.635803,1479.953979,-0.351462,0.308330,-4.735649,-1396.338013,-3114.711670,1398.684692
2556,0,-0.014026,-0.147664,-1.594925,-715.798218,-408.434753,1480.070923,-0.348012,0.288094,-4.740653,-1397.558472,-3115.492188,1400.932007
2557,0,-0.014708,-0.147056,-1.595033,-718.711975,-410.109528,1480.426392,-0.343503,0.278871,-4.742030,-1399.360107,-3116.760986,1402.891968
2558,0,-0.015773,-0.146596,-1.594636,-721.697693,-411.700867,1480.806763,-0.343432,0.265039,-4.741511,-1401.055298,-3118.205566,1405.012817
2559,0,-0.022018,-0.148960,-1.595376,-724.906616,-413.141418,1481.241821,-0.303856,0.226759,-4.742865,-1403.142700,-3119.416260,1407.142090
2560,0,-0.011202,-0.157833,-1.602865,-726.687256,-414.674561,1480.314575,-0.324020,0.243972,-4.736392,-1405.361694,-3121.636719,1409.389526
2561,0,-0.016783,-0.159567,-1.602294,-729.974548,-416.005157,1480.764893,-0.303118,0.191397,-4.748886,-1406.554810,-3123.196045,1411.263550
2562,0,-0.018088,-0.161898,-1.601765,-733.105286,-417.398193,1481.140869,-0.323348,0.209078,-4.744261,-1408.913818,-3125.088623,1413.717163
2563,0,-0.019423,-0.166641,-1.602355,-735.949768,-418.790314,1481.332031,-0.328820,0.205331,-4.747039,-1410.613892,-3126.030518,1416.189087
2564,0,-0.021439,-0.163035,-1.591325,-739.220581,-420.676636,1482.060425,-0.306413,0.174781,-4.746759,-1412.411255,-3128.735107,1418.394287
2565,0,-0.022015,-0.166634,-1.590501,-742.534302,-421.902222,1482.633057,-0.287013,0.146865,-4.750249,-1414.394897,-3131.333740,1420.456665
2566,0,-0.023493,-0.173760,-1.590780,-745.321594,-423.253540,1482.692993,-0.151881,-0.183836,-4.713303,-1417.215942,-3138.700439,1424.053711
2567,0,-0.028879,-0.177737,-1.590202,-748.820984,-424.296478,1483.355225,-0.098921,-0.334895,-4.704534,-1418.785645,-3140.719727,1427.561768
2568,0,-0.029221,-0.181108,-1.589484,-752.174194,-425.429840,1483.946899,-0.064626,-0.331068,-4.705302,-1420.298096,-3142.968994,1429.303223
2569,0,-0.038457,-0.185045,-1.591923,-757.252258,-425.693146,1485.765625,-0.074848,-0.160954,-4.710178,-1422.223755,-3145.531982,1429.849121
2570,0,-0.040850,-0.185417,-1.591337,-759.771057,-427.238861,1485.841797,-0.064734,0.027944,-4.705297,-1424.113281,-3147.856201,1430.620361
2571,0,-0.040666,-0.186372,-1.590940,-763.171265,-428.501007,1486.496704,-0.134173,0.255223,-4.699490,-1425.833496,-3150.144775,1431.022583
2572,0,-0.037839,-0.183615,-1.590258,-766.853333,-429.708832,1487.513062,-0.101156,-0.028347,-4.730760,-1427.760864,-3151.251709,1436.742188
2573,0,-0.036558,-0.183016,-1.590846,-769.942078,-431.094482,1488.044189,-0.057855,-0.068634,-4.729615,-1429.197266,-3154.141846,1439.042236
2574,0,-0.034134,-0.183764,-1.590891,-772.819214,-432.565918,1488.394897,-0.052521,-0.096616,-4.731695,-1430.732544,-3155.840820,1441.861938
2575,0,-0.035210,-0.180606,-1.590521,-776.284546,-433.703705,1489.176392,-0.038396,-0.120128,-4.732773,-1431.546875,-3157.547119,1444.669312
2576,0,-0.032538,-0.178663,-1.590633,-779.841858,-434.744537,1490.023193,-0.024159,-0.151977,-4.731726,-1433.026733,-3159.814209,1447.177734
2577,0,-0.031203,-0.176484,-1.591353,-782.945496,-435.920898,1490.445435,-0.014217,-0.176192,-4.727998,-1434.921631,-3162.958008,1449.588501
2578,0,-0.020562,-0.177649,-1.589477,-785.702393,-437.403595,1490.520630,-0.000679,-0.209569,-4.728948,-1435.510132,-3164.579346,1452.535522
2579,0,-0.022042,-0.176466,-1.589450,-789.030090,-438.425079,1491.116821,0.003082,-0.232475,-4.726565,-1437.229126,-3167.437500,1455.091675
2580,0,-0.021092,-0.176391,-1.589167,-792.493164,-439.277496,1491.714600,-0.005648,-0.238881,-4.727025,-1438.290283,-3168.815430,1458.057129
2581,0,-0.021932,-0.178690,-1.589786,-796.114563,-439.996490,1492.485962,0.033983,-0.288825,-4.723774,-1439.243408,-3171.336670,1460.322632
2582,0,-0.023497,-0.179645,-1.589130,-799.766846,-440.657349,1493.244385,0.045855,-0.323630,-4.720773,-1440.492798,-3173.232422,1463.126465
2583,0,-0.036132,-0.182151,-1.592253,-804.188354,-440.658508,1494.692871,0.067905,-0.346232,-4.716075,-1441.830811,-3175.635010,1465.763916
2584,0,-0.039491,-0.183732,-1.592298,-807.796753,-441.170319,1495.447632,0.080991,-0.350692,-4.718820,-1442.797241,-3177.534912,1468.280273
2585,0,-0.036034,-0.184429,-1.591193,-811.845398,-441.494354,1496.579102,0.098291,-0.382079,-4.714496,-1444.048828,-3179.531494,1471.072754
2586,0,-0.042348,-0.189201,-1.592868,-815.092041,-442.031555,1497.133423,0.101593,-0.361123,-4.716793,-1445.800171,-3181.989258,1473.531616
2587,0,-0.041371,-0.186574,-1.591311,-816.917603,-443.542572,1496.534058,0.115431,-0.379989,-4.715661,-1446.806030,-3184.096191,1476.220947
2588,0,-0.045521,-0.186920,-1.591924,-820.266418,-444.177185,1497.059937,0.130640,-0.392458,-4.713912,-1448.083252,-3185.700195,1478.817383
2589,0,-0.038662,-0.187055,-1.591676,-824.077087,-444.643616,1497.858521,0.222587,-0.425438,-4.701459,-1448.416138,-3187.461426,1481.962036
2590,0,-0.032035,-0.187019,-1.590503,-829.068481,-444.511810,1499.667236,0.142378,-0.405734,-4.712321,-1449.633789,-3189.217041,1483.744019
2591,0,-0.028274,-0.186278,-1.590973,-833.015625,-444.860565,1500.580322,0.222712,-0.444140,-4.702236,-1450.003540,-3190.982666,1487.127441
2592,0,-0.028280,-0.185931,-1.591050,-836.428833,-445.405945,1500.968994,0.196584,-0.427809,-4.700116,-1450.951782,-3192.874512,1489.259399
2593,0,-0.026776,-0.184383,-1.591204,-840.271545,-445.690521,1501.713867,0.223943,-0.460617,-4.704798,-1450.879395,-3193.588135,1491.885986
2594,0,-0.038526,-0.182829,-1.593824,-845.314209,-445.184753,1503.391724,0.211495,-0.458741,-4.703486,-1452.119263,-3194.880859,1494.624878
2595,0,-0.039613,-0.180762,-1.593745,-849.106384,-445.387634,1503.991699,0.209832,-0.449042,-4.706597,-1452.485840,-3196.583740,1497.219849
2596,0,-0.027556,-0.181971,-1.591961,-852.113037,-446.114990,1503.926636,0.201369,-0.421569,-4.709076,-1453.650879,-3197.620605,1499.853638
2597,0,-0.022504,-0.180368,-1.592326,-855.687927,-446.382843,1504.289429,0.228090,-0.449669,-4.701311,-1453.992188,-3199.415771,1502.299805
2598,0,-0.051304,-0.193464,-1.596916,-857.718750,-447.280609,1503.298218,0.208566,-0.412571,-4.713934,-1454.856812,-3200.378418,1504.818604
2599,0,-0.043381,-0.181867,-1.594292,-860.936401,-447.693604,1503.314941,1.153789,-1.185608,-3.425385,-1454.214844,-3189.643066,1518.338501
2600,0,-0.037066,-0.180995,-1.593947,-865.181580,-447.526093,1504.191528,1.124192,-1.097990,-3.495996,-1454.040894,-3191.845459,1520.206421
2601,0,-0.042811,-0.181421,-1.594381,-869.231628,-447.287201,1504.868896,1.117758,-1.030549,-3.532444,-1454.710815,-3193.648682,1522.007080
2602,0,-0.041341,-0.180363,-1.594808,-876.774536,-445.135590,1508.456665,-0.046516,-1.734005,-4.587168,-1442.294067,-3178.539551,1532.415771
2603,0,-0.039922,-0.178221,-1.593722,-880.682190,-444.984650,1509.085938,-0.046222,-1.882645,-4.512129,-1442.466675,-3179.043457,1536.356445
2604,0,-0.036885,-0.178243,-1.594058,-884.603333,-444.773407,1509.695923,-0.031004,-1.805017,-4.548573,-1442.945679,-3180.079346,1538.150879
2605,0,-0.039341,-0.176127,-1.593884,-889.065796,-444.256073,1510.851196,-0.064909,-1.815564,-4.547337,-1443.112061,-3180.867676,1540.595581
2606,0,-0.033122,-0.178003,-1.594422,-893.057922,-444.058716,1511.611816,-0.070200,-1.807565,-4.551374,-1443.240234,-3181.614746,1543.132812
2607,0,-0.037556,-0.174489,-1.594077,-897.387085,-443.620544,1512.622681,-0.073457,-1.817180,-4.544104,-1443.838501,-3181.795410,1545.776855
2608,0,-0.025092,-0.179456,-1.597217,-900.578918,-443.486389,1512.416504,-0.092601,-1.883088,-4.514342,-1443.865601,-3182.064209,1549.140869
2609,0,-0.036449,-0.174038,-1.593662,-905.579895,-442.836975,1514.117310,-0.084589,-1.898518,-4.505326,-1443.629272,-3182.761719,1551.318726
2610,0,-0.035192,-0.172926,-1.593608,-909.840942,-442.381836,1514.992920,-0.102911,-1.829222,-4.542433,-1443.998779,-3183.270264,1553.397705
2611,0,-0.035193,-0.173280,-1.593583,-910.235718,-443.991486,1512.550293,-0.110466,-1.826770,-4.542941,-1443.845215,-3183.569824,1555.938721
2612,0,-0.039697,-0.175249,-1.593467,-914.796021,-443.141449,1513.815674,-0.099787,-1.792636,-4.556554,-1443.618042,-3184.377197,1557.915161
2613,0,-0.038340,-0.169316,-1.592962,-918.746094,-442.654388,1514.431885,-0.122350,-1.847006,-4.532449,-1443.686279,-3183.969727,1561.237183
2614,0,-0.038267,-0.173562,-1.593288,-923.252075,-441.826996,1515.550415,-0.123051,-1.818787,-4.541861,-1443.950928,-3183.971924,1563.852783
2615,0,-0.036012,-0.174362,-1.593724,-927.169922,-441.296082,1516.120728,-0.141807,-1.816108,-4.546872,-1443.509521,-3184.431396,1566.243286
2616,0,-0.039125,-0.175261,-1.593739,-931.742432,-440.454254,1517.248657,-0.106691,-1.851858,-4.525348,-1442.834839,-3184.932861,1568.642578
2617,0,-0.039582,-0.173628,-1.593704,-935.729248,-439.821869,1517.809570,-0.127773,-1.851982,-4.522435,-1443.389160,-3184.087402,1571.919312
2618,0,-0.039622,-0.173145,-1.593730,-940.348206,-438.890686,1519.008667,-0.240941,-1.637350,-4.661584,-1444.396240,-3184.383057,1572.428345
2619,0,-0.035564,-0.165396,-1.593804,-944.278137,-438.404236,1519.477417,-0.261803,-1.478704,-4.731390,-1444.735962,-3184.606689,1574.073730
2620,0,-0.036363,-0.165912,-1.593555,-949.083496,-437.373657,1520.947998,-0.253890,-1.534358,-4.711229,-1444.563599,-3184.504395,1577.077148
2621,0,-0.029149,-0.163111,-1.593708,-953.331421,-436.809509,1521.680298,-0.271709,-1.437462,-4.751300,-1444.579956,-3184.592773,1578.895874
2622,0,-0.037864,-0.165463,-1.596285,-958.112854,-435.804810,1523.115601,-0.180020,-1.504630,-4.694953,-1443.318481,-3184.792725,1581.993652
2623,0,-0.025721,-0.152908,-1.593923,-961.831848,-435.590240,1523.644775,-0.151586,-1.746739,-4.587646,-1442.588013,-3184.388428,1586.210815
2624,0,-0.026267,-0.146039,-1.593872,-966.335388,-434.887939,1525.014526,-0.132843,-1.809784,-4.552399,-1442.188477,-3184.021973,1588.955811
2625,0,-0.023490,-0.140727,-1.593799,-970.579895,-434.275574,1526.059448,-0.174350,-1.601841,-4.655426,-1441.959351,-3184.460205,1589.564941
2626,0,-0.018880,-0.131427,-1.592794,-974.805115,-433.668152,1526.961914,-0.181020,-1.636694,-4.638939,-1441.603516,-3184.486084,1592.103882
2627,0,-0.022878,-0.130501,-1.594047,-979.049438,-432.756104,1528.080200,-0.166874,-1.738357,-4.590803,-1440.831665,-3184.375000,1594.873901
2628,0,-0.017367,-0.127688,-1.593665,-983.212463,-432.014099,1528.912598,-0.196792,-1.641063,-4.633412,-1440.528564,-3184.411621,1596.369873
2629,0,-0.019421,-0.123134,-1.593341,-990.998169,-429.229156,1532.775269,-0.185227,-1.617736,-4.642725,-1439.582031,-3184.759277,1597.740356
2630,0,-0.019418,-0.120620,-1.592636,-995.342407,-428.259521,1533.834839,-0.203379,-1.457177,-4.695412,-1439.296387,-3185.738770,1598.957886
2631,0,-0.018767,-0.119954,-1.592794,-999.515015,-427.385406,1534.841675,-0.232113,-1.631781,-4.638874,-1438.928467,-3183.791504,1602.247314
2632,0,-0.019550,-0.115832,-1.591966,-1004.152771,-426.335663,1536.379761,-0.207811,-1.725928,-4.586272,-1438.126709,-3183.326416,1605.201538
2633,0,-0.021526,-0.112826,-1.592650,-1007.949585,-425.583527,1537.370605,-0.220822,-1.720375,-4.592852,-1437.072876,-3183.865967,1606.549438
2634,0,-0.026675,-0.108587,-1.592790,-1012.645386,-424.461334,1539.183960,-0.219275,-1.799061,-4.556144,-1436.330933,-3183.560303,1609.216309
2635,0,-0.026218,-0.104130,-1.592139,-1016.025879,-423.960999,1540.015137,-0.207264,-1.790361,-4.556396,-1435.295410,-3183.995117,1610.838379
2636,0,-0.030408,-0.096117,-1.591452,-1020.388733,-423.111572,1541.692261,-0.257255,-1.711309,-4.596698,-1435.266968,-3183.438965,1612.753784
2637,0,-0.029967,-0.088684,-1.591948,-1024.138672,-422.579315,1543.018311,-0.286468,-1.620057,-4.637329,-1434.615112,-3183.457520,1614.100952
2638,0,-0.032851,-0.078776,-1.591359,-1028.498779,-421.828522,1544.968994,-0.422411,-1.204010,-4.819569,-1431.480713,-3180.220215,1614.091675
2639,0,-0.031106,-0.071528,-1.592084,-1032.124512,-421.475647,1546.289795,-0.340376,-1.184188,-4.798679,-1434.105225,-3183.681641,1614.414551
2640,0,-0.028706,-0.063876,-1.592032,-1036.143311,-421.000031,1547.912231,-0.311507,-1.428691,-4.714383,-1432.898926,-3183.618896,1617.911377
2641,0,-0.029120,-0.056532,-1.592084,-1040.435425,-420.516907,1549.741821,-0.247295,-1.755676,-4.567733,-1431.411987,-3182.800537,1622.121826
2642,0,-0.025016,-0.053221,-1.592776,-1044.278442,-420.184113,1551.130493,-0.281079,-1.633612,-4.628333,-1430.469360,-3183.477539,1622.992676
2643,0,-0.017745,-0.051898,-1.591871,-1047.829834,-420.061188,1552.195801,-0.276809,-1.704450,-4.599475,-1429.762207,-3183.031250,1625.111572
2644,0,-0.012700,-0.049742,-1.591867,-1051.513672,-419.714996,1553.556030,-0.245267,-1.812147,-4.546920,-1428.210449,-3183.181152,1627.243530
2645,0,-0.014231,-0.049727,-1.592341,-1055.842651,-418.967590,1555.614868,-0.285858,-1.659801,-4.616897,-1427.626343,-3183.291504,1628.210449
2646,0,-0.015419,-0.049663,-1.592677,-1059.642090,-418.406677,1557.347412,-0.261051,-1.741501,-4.579432,-1426.286987,-3183.337646,1630.209229
2647,0,-0.016112,-0.050657,-1.596993,-1063.537476,-417.468719,1559.161865,-0.270494,-1.635963,-4.620580,-1425.561646,-3182.967773,1631.623047
2648,0,-0.020809,-0.050458,-1.596888,-1067.204834,-416.898956,1560.974121,-0.285406,-1.626655,-4.629674,-1424.089478,-3183.710205,1632.914307
2649,0,-0.024331,-0.049375,-1.597143,-1070.796753,-416.375153,1562.848145,-0.278719,-1.569047,-4.649419,-1423.505615,-3183.482910,1634.382324
2650,0,-0.050628,-0.046760,-1.595461,-1072.666748,-416.983978,1563.488525,-0.256515,-1.718283,-4.587180,-1421.596802,-3184.000732,1636.689575
2651,0,-0.049268,-0.052258,-1.596127,-1075.541748,-416.822144,1564.943970,-0.312075,-1.562755,-4.656597,-1420.660889,-3184.287109,1637.862183
2652,0,-0.058147,-0.051414,-1.596242,-1078.935547,-416.378906,1567.039795,-0.244532,-1.797600,-4.554731,-1418.875488,-3183.996826,1640.340942
2653,0,-0.061290,-0.049557,-1.604718,-1082.424561,-415.426758,1569.074097,-0.247854,-1.776510,-4.564032,-1417.867920,-3184.056641,1641.899902
2654,0,-0.068257,-0.048895,-1.603462,-1085.825806,-415.163361,1571.415283,-0.257592,-1.796767,-4.552791,-1416.646240,-3184.022461,1643.852295
2655,0,-0.065203,-0.045433,-1.604604,-1088.926514,-415.136810,1573.397583,-0.257125,-1.774074,-4.558831,-1415.650024,-3183.535156,1645.391113
2656,0,-0.067148,-0.045145,-1.600941,-1092.215698,-415.325012,1575.697144,-0.289733,-1.656183,-4.617113,-1413.554077,-3184.470703,1645.562256
2657,0,-0.059136,-0.042064,-1.601386,-1095.213501,-415.520294,1577.641357,-0.330837,-1.481842,-4.673223,-1412.630981,-3185.076660,1646.542969
2658,0,-0.058670,-0.044943,-1.602313,-1098.627075,-415.433014,1579.932617,-0.323271,-1.585117,-4.644135,-1410.132568,-3185.069336,1647.469604
2659,0,-0.065782,-0.045230,-1.606406,-1102.001587,-415.106689,1582.319336,-0.281293,-1.801484,-4.535299,-1408.207642,-3184.401611,1649.984741
2660,0,-0.059143,-0.048687,-1.606682,-1105.275635,-415.198212,1584.269653,-0.274166,-1.914208,-4.480149,-1405.696167,-3184.892822,1651.591797
2661,0,-0.052897,-0.047360,-1.606954,-1108.369019,-415.297455,1586.283569,-0.249270,-1.793377,-4.541756,-1403.420654,-3185.646973,1650.639038
2662,0,-0.043239,-0.033597,-1.596108,-1110.558716,-416.488281,1587.886719,-0.223201,-1.915285,-4.477468,-1401.169800,-3185.665283,1652.139404
2663,0,-0.040987,-0.036120,-1.597286,-1113.421631,-416.514954,1589.999023,-0.190718,-2.032979,-4.404884,-1398.948608,-3184.959229,1653.881470
2664,0,-0.046677,-0.036974,-1.597377,-1116.270874,-416.605286,1592.165894,-0.209704,-2.059648,-4.391906,-1396.443726,-3185.280273,1654.964600
2665,0,-0.047051,-0.035887,-1.597587,-1118.935913,-416.792633,1594.400269,-0.203231,-2.048131,-4.392983,-1394.405273,-3184.724609,1655.551636
2666,0,-0.048412,-0.036041,-1.597863,-1121.556519,-417.008820,1596.614014,-0.232998,-2.027637,-4.406139,-1391.800171,-3184.957520,1655.929443
2667,0,-0.046574,-0.035311,-1.597933,-1123.678345,-417.565887,1598.369019,-0.271893,-1.886102,-4.487217,-1389.952759,-3184.862549,1655.217651
2668,0,-0.051845,-0.038840,-1.598316,-1126.468506,-417.614258,1600.916016,0.098082,-0.938299,-4.544846,-1398.260376,-3209.144531,1644.387695
2669,0,-0.063693,-0.046076,-1.604632,-1129.212280,-417.374207,1603.319946,0.034070,-0.694355,-4.591871,-1396.217285,-3209.586914,1642.172363
2670,0,-0.060203,-0.049118,-1.604870,-1131.884277,-417.555756,1605.978149,-0.008189,-0.652274,-4.609645,-1392.810669,-3208.626221,1641.693237
2671,0,-0.060813,-0.046176,-1.605106,-1134.031006,-418.136963,1608.214111,-0.200947,-2.317841,-4.196771,-1376.552979,-3183.641602,1657.885254
2672,0,-0.046741,-0.037816,-1.598929,-1135.662842,-419.308502,1610.297607,-0.190965,-2.334553,-4.181115,-1373.024292,-3183.563232,1657.314941
2673,0,-0.051693,-0.037821,-1.598972,-1137.844116,-419.849335,1612.826782,-0.252248,-2.065177,-4.335110,-1370.770020,-3185.696045,1655.971436
