Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
44,0,-0.015231,0.083585,-1.565048,-1296.837891,-1334.770630,1119.865845
45,0,-0.016278,0.084295,-1.564752,-1297.848267,-1334.515991,1119.854858
46,0,-0.018575,0.084389,-1.563518,-1298.872559,-1334.121216,1119.894653
47,0,-0.016030,0.083614,-1.566454,-1299.929199,-1333.497070,1119.850098
48,0,-0.015127,0.082451,-1.565311,-1301.106812,-1332.969482,1119.966553
49,0,-0.018007,0.081362,-1.564811,-1301.980591,-1332.839722,1119.880615
50,0,-0.019356,0.080921,-1.564713,-1302.930786,-1332.513306,1119.887695
51,0,-0.018722,0.083039,-1.564705,-1303.941772,-1332.254395,1119.977539
52,0,-0.019526,0.084228,-1.566879,-1304.801514,-1332.004517,1119.992432
53,0,-0.022344,0.086593,-1.567997,-1305.563354,-1331.698120,1120.099609
54,0,-0.022781,0.088630,-1.567064,-1306.423828,-1331.433716,1120.226562
55,0,-0.024755,0.090269,-1.567572,-1307.146362,-1331.271606,1120.266724
56,0,-0.027412,0.090795,-1.566960,-1307.871704,-1331.206177,1120.159912
57,0,-0.028874,0.092436,-1.567297,-1308.590088,-1331.066895,1120.091797
58,0,-0.028357,0.092018,-1.566563,-1309.447021,-1330.776123,1120.174316
59,0,-0.027928,0.091864,-1.567070,-1310.215454,-1330.681763,1120.130737
60,0,-0.028045,0.091832,-1.567072,-1310.955688,-1330.602905,1120.020508
61,0,-0.027924,0.089168,-1.566382,-1311.689209,-1330.489380,1119.977295
62,0,-0.028152,0.090920,-1.568263,-1312.510010,-1330.543457,1119.859131
63,0,-0.027068,0.089968,-1.568283,-1313.199951,-1330.653320,1119.709839
64,0,-0.027079,0.089449,-1.567764,-1313.854126,-1330.755371,1119.568359
65,0,-0.028187,0.089928,-1.568185,-1314.444580,-1330.849487,1119.433716
66,0,-0.028621,0.090517,-1.567771,-1315.045898,-1330.914551,1119.378784
67,0,-0.028940,0.092437,-1.568154,-1315.635864,-1330.940063,1119.427856
68,0,-0.029729,0.093003,-1.568146,-1316.088989,-1331.128784,1119.364990
69,0,-0.029687,0.093640,-1.567791,-1316.502319,-1331.240967,1119.326538
70,0,-0.030911,0.094405,-1.568178,-1316.921631,-1331.376709,1119.283569
71,0,-0.031420,0.092584,-1.567160,-1317.372192,-1331.479370,1119.255127
72,0,-0.031525,0.093233,-1.567685,-1317.773193,-1331.835449,1119.112671
73,0,-0.031682,0.094653,-1.568969,-1318.182373,-1332.115234,1119.043579
74,0,-0.030333,0.094228,-1.567873,-1318.610474,-1332.441528,1118.964966
75,0,-0.029557,0.093499,-1.567677,-1319.007446,-1332.766113,1118.899658
76,0,-0.029432,0.093518,-1.568058,-1319.302368,-1333.091797,1118.844604
77,0,-0.030543,0.093527,-1.568207,-1319.580933,-1333.452515,1118.751099
78,0,-0.030772,0.092887,-1.567730,-1319.818726,-1333.716553,1118.733643
79,0,-0.030745,0.092916,-1.567666,-1320.033936,-1334.135010,1118.634399
80,0,-0.033125,0.094866,-1.570594,-1320.229248,-1334.431152,1118.648438
81,0,-0.031602,0.093107,-1.568999,-1320.397339,-1335.049316,1118.453125
82,0,-0.030945,0.092821,-1.568563,-1320.555542,-1335.451538,1118.411499
83,0,-0.028865,0.093000,-1.567475,-1320.703857,-1335.908081,1118.341919
84,0,-0.032571,0.090096,-1.569132,-1320.763428,-1336.513550,1118.396362
85,0,-0.030028,0.093354,-1.566489,-1320.815796,-1337.148560,1118.097534
86,0,-0.030397,0.094543,-1.569479,-1320.785522,-1337.827393,1118.024048
87,0,-0.031880,0.091888,-1.568228,-1320.798828,-1338.465576,1117.898193
88,0,-0.033522,0.092572,-1.566923,-1320.843750,-1338.956177,1117.803101
89,0,-0.030394,0.093466,-1.566523,-1320.802368,-1339.338013,1117.861084
90,0,-0.029930,0.091525,-1.565165,-1320.700562,-1339.940918,1117.874756
91,0,-0.032333,0.092302,-1.567821,-1320.575317,-1340.676880,1117.769653
92,0,-0.031578,0.094495,-1.568278,-1320.406128,-1341.580811,1117.552856
93,0,-0.031313,0.094883,-1.568023,-1320.246948,-1342.298462,1117.480957
94,0,-0.031589,0.094465,-1.568233,-1320.075928,-1342.998413,1117.429443
95,0,-0.031049,0.093746,-1.567657,-1319.861328,-1343.798584,1117.274780
96,0,-0.031027,0.094107,-1.567652,-1319.630737,-1344.347778,1117.336426
97,0,-0.031414,0.094292,-1.567954,-1319.288208,-1345.174561,1117.169678
98,0,-0.032890,0.093087,-1.568160,-1318.965942,-1346.163818,1116.962646
99,0,-0.031577,0.092673,-1.567493,-1318.645630,-1347.091675,1116.890503
100,0,-0.028771,0.092870,-1.565506,-1318.321289,-1347.885132,1116.942993
101,0,-0.030331,0.093399,-1.565453,-1317.965942,-1348.871460,1116.844604
102,0,-0.032478,0.094825,-1.565490,-1317.417847,-1349.993408,1116.759277
103,0,-0.032995,0.095079,-1.565065,-1316.999023,-1350.908936,1116.765991
104,0,-0.032740,0.093379,-1.566492,-1316.609985,-1351.738892,1116.756592
105,0,-0.034714,0.092878,-1.566792,-1316.101562,-1352.610229,1116.751465
106,0,-0.037074,0.084548,-1.565473,-1315.459106,-1353.572876,1117.004883
107,0,-0.037957,0.086061,-1.565158,-1314.878906,-1354.412964,1117.002930
108,0,-0.037152,0.086774,-1.566376,-1314.383789,-1355.347656,1116.933960
109,0,-0.037592,0.086862,-1.566634,-1313.774170,-1356.509521,1116.886475
110,0,-0.037294,0.086286,-1.565686,-1313.108887,-1357.529175,1116.966431
111,0,-0.038495,0.087385,-1.566928,-1312.437866,-1358.453125,1117.135376
112,0,-0.038245,0.087351,-1.566013,-1311.775513,-1359.579956,1117.209106
113,0,-0.039744,0.088521,-1.567937,-1310.936401,-1360.879517,1117.175903
114,0,-0.039497,0.088197,-1.566255,-1310.208984,-1362.083618,1117.145752
115,0,-0.038191,0.088060,-1.565597,-1309.391113,-1363.162109,1117.211182
116,0,-0.040858,0.081127,-1.564664,-1308.606689,-1364.290527,1117.407959
117,0,-0.038178,0.085709,-1.564264,-1307.835449,-1365.366943,1117.089722
118,0,-0.040426,0.086844,-1.566360,-1306.857788,-1366.802246,1116.651489
119,0,-0.041114,0.081402,-1.565107,-1305.956787,-1367.997559,1116.691284
120,0,-0.040398,0.085570,-1.566039,-1305.122192,-1368.831665,1116.542358
121,0,-0.043375,0.083441,-1.565915,-1304.108154,-1370.182373,1116.153320
122,0,-0.046238,0.080590,-1.564250,-1303.186523,-1371.344971,1116.023193
123,0,-0.046164,0.079444,-1.566107,-1302.193726,-1372.411987,1115.740967
124,0,-0.048089,0.073114,-1.565165,-1301.190552,-1373.508911,1115.708618
125,0,-0.048759,0.070884,-1.563236,-1300.239136,-1374.440552,1115.420288
126,0,-0.047997,0.069497,-1.565819,-1299.382690,-1375.476807,1115.071655
127,0,-0.047777,0.064127,-1.564417,-1298.412109,-1376.592896,1114.819702
128,0,-0.047861,0.058982,-1.565515,-1297.527588,-1377.885986,1114.350220
129,0,-0.044070,0.054886,-1.566145,-1296.738037,-1378.871216,1114.004028
130,0,-0.043592,0.051283,-1.566514,-1295.697388,-1380.108398,1113.531006
131,0,-0.042644,0.049422,-1.565798,-1294.658447,-1381.148071,1113.162109
132,0,-0.043195,0.048859,-1.565866,-1293.451294,-1382.175903,1112.750732
133,0,-0.045560,0.050000,-1.566887,-1292.277222,-1383.479980,1112.115479
134,0,-0.048019,0.045988,-1.567768,-1291.054443,-1384.741943,1111.557495
135,0,-0.046010,0.050815,-1.566288,-1289.907593,-1385.807251,1110.867676
136,0,-0.045595,0.049975,-1.567243,-1288.740845,-1386.951294,1110.158936
137,0,-0.044163,0.045087,-1.567272,-1287.658447,-1388.144653,1109.584473
138,0,-0.040018,0.044175,-1.567033,-1286.707886,-1389.167969,1108.623779
139,0,-0.036554,0.039560,-1.568405,-1285.780640,-1390.215454,1107.904053
140,0,-0.034998,0.036671,-1.569269,-1284.883057,-1391.046753,1107.177124
141,0,-0.032870,0.031084,-1.567672,-1283.973145,-1392.177490,1106.346680
142,0,-0.031870,0.027931,-1.566076,-1282.937500,-1393.236450,1105.708252
143,0,-0.031226,0.026511,-1.567965,-1281.909058,-1393.891724,1105.177612
144,0,-0.033168,0.026920,-1.567213,-1280.772217,-1394.837280,1104.691040
145,0,-0.037275,0.021628,-1.565506,-1279.542236,-1395.879639,1104.070679
146,0,-0.037631,0.023332,-1.566385,-1278.435425,-1396.642212,1103.626709
147,0,-0.039592,0.025496,-1.567367,-1277.196777,-1397.515503,1103.191772
148,0,-0.044659,0.021709,-1.568050,-1276.100098,-1398.371582,1103.081787
149,0,-0.043044,0.028554,-1.569712,-1274.946899,-1399.207886,1102.512817
150,0,-0.041742,0.024984,-1.567626,-1273.917725,-1400.104004,1102.276733
151,0,-0.047230,0.017786,-1.566581,-1272.800781,-1401.027588,1102.017578
152,0,-0.041889,0.026672,-1.565059,-1271.806030,-1401.569458,1101.742065
153,0,-0.043423,0.021482,-1.565795,-1270.831665,-1402.192383,1101.429688
154,0,-0.048779,0.018472,-1.568964,-1269.812744,-1402.929810,1101.366821
155,0,-0.044897,0.022501,-1.568488,-1268.969604,-1403.399780,1101.033203
156,0,-0.045367,0.020045,-1.568908,-1268.032837,-1403.978882,1100.874756
157,0,-0.044890,0.015044,-1.569208,-1267.143188,-1404.789551,1100.644165
158,0,-0.046047,0.007541,-1.568440,-1266.401123,-1405.338745,1100.602783
159,0,-0.044938,0.008574,-1.566272,-1265.518433,-1405.917358,1100.458008
160,0,-0.043344,0.008140,-1.566466,-1264.740234,-1406.415771,1100.444702
161,0,-0.041839,0.007423,-1.566313,-1263.939209,-1406.927490,1100.446045
162,0,-0.041546,0.001985,-1.568020,-1263.145996,-1407.324341,1100.538574
163,0,-0.041792,-0.000677,-1.567281,-1262.301514,-1407.698486,1100.644897
164,0,-0.040880,0.005511,-1.566371,-1261.427490,-1408.091431,1100.590332
165,0,-0.041766,0.008184,-1.565136,-1260.518311,-1408.569214,1100.701782
166,0,-0.040400,0.010252,-1.568771,-1259.651367,-1408.999512,1100.768311
167,0,-0.042989,0.006467,-1.568853,-1258.962891,-1409.223267,1100.968140
168,0,-0.041592,0.006069,-1.568440,-1258.303345,-1409.454712,1101.126465
169,0,-0.040260,0.008943,-1.566167,-1257.565796,-1409.734619,1101.173950
170,0,-0.036426,0.007680,-1.567749,-1257.066895,-1409.829224,1101.340088
171,0,-0.034165,0.005168,-1.567538,-1256.611816,-1409.888916,1101.562378
172,0,-0.032389,0.003672,-1.566511,-1256.098877,-1410.094116,1101.821167
173,0,-0.029576,0.001646,-1.567253,-1255.675537,-1410.094604,1102.042847
174,0,-0.029226,0.001088,-1.566958,-1255.152100,-1410.114380,1102.349365
175,0,-0.029682,0.001188,-1.567230,-1254.571411,-1410.115112,1102.700684
176,0,-0.028905,0.001362,-1.566355,-1253.989868,-1409.947998,1103.176147
177,0,-0.029399,0.001913,-1.566671,-1253.471436,-1409.880371,1103.615112
178,0,-0.031277,0.003233,-1.568029,-1253.010742,-1409.766602,1104.030640
179,0,-0.032032,0.003332,-1.568243,-1252.556030,-1409.685791,1104.367798
180,0,-0.032062,-0.001858,-1.567735,-1252.217163,-1409.492676,1104.906982
181,0,-0.032298,-0.001602,-1.567668,-1251.885132,-1409.292114,1105.264893
182,0,-0.032527,-0.000904,-1.569066,-1251.586670,-1408.966187,1105.613770
183,0,-0.033570,-0.001722,-1.568693,-1251.226685,-1408.895752,1105.708618
184,0,-0.034063,-0.001110,-1.569391,-1250.943481,-1408.550903,1105.929077
185,0,-0.033888,-0.001096,-1.569445,-1250.665161,-1408.217285,1106.101440
186,0,-0.034935,-0.000493,-1.569910,-1250.413086,-1407.796509,1106.307617
187,0,-0.034410,-0.000387,-1.569308,-1250.221436,-1407.445435,1106.397095
188,0,-0.032828,0.004664,-1.568190,-1250.059570,-1406.974731,1106.410522
189,0,-0.034420,0.005834,-1.567784,-1249.861694,-1406.563721,1106.555176
190,0,-0.033535,0.005416,-1.567652,-1249.825439,-1405.771484,1106.815674
191,0,-0.034608,0.004212,-1.568660,-1249.766724,-1405.239624,1106.738892
192,0,-0.034740,0.005245,-1.568021,-1249.713745,-1404.880615,1106.567993
193,0,-0.033856,0.004700,-1.568048,-1249.689941,-1404.299438,1106.573608
194,0,-0.033493,0.004568,-1.568053,-1249.695190,-1403.654419,1106.565796
195,0,-0.034928,0.003109,-1.566672,-1249.671387,-1403.100220,1106.528931
196,0,-0.033838,0.002864,-1.565876,-1249.744629,-1402.309082,1106.555176
197,0,-0.031977,0.003401,-1.566964,-1249.892456,-1401.493652,1106.437744
198,0,-0.033565,0.003808,-1.568435,-1249.981567,-1400.627319,1106.412476
199,0,-0.034154,0.004293,-1.567375,-1250.040405,-1400.141968,1106.221069
200,0,-0.032821,0.003375,-1.567755,-1250.273804,-1399.150757,1106.168579
201,0,-0.032293,0.003576,-1.567750,-1250.474854,-1398.313232,1106.035645
202,0,-0.031577,-0.000544,-1.567924,-1250.701782,-1397.451782,1106.073486
203,0,-0.029115,0.004890,-1.566553,-1250.919189,-1396.553589,1105.817017
204,0,-0.031153,0.006742,-1.566388,-1251.145264,-1395.896973,1105.592041
205,0,-0.029623,0.008027,-1.568412,-1251.442139,-1394.881836,1105.436279
206,0,-0.028464,0.008386,-1.565785,-1251.691040,-1394.091309,1105.328979
207,0,-0.027752,0.011656,-1.567869,-1252.050415,-1393.227783,1105.187256
208,0,-0.023914,0.008889,-1.568766,-1252.489258,-1392.382324,1105.086060
209,0,-0.021512,0.018554,-1.567201,-1252.900269,-1391.410889,1104.952515
210,0,-0.018581,0.022464,-1.567253,-1253.308716,-1390.536011,1104.839233
211,0,-0.017759,0.020917,-1.567935,-1253.783325,-1389.489380,1104.694824
212,0,-0.016464,0.022588,-1.567454,-1254.143433,-1388.637817,1104.720581
213,0,-0.016499,0.023635,-1.565582,-1254.730713,-1387.319458,1104.791382
214,0,-0.017232,0.023733,-1.567121,-1255.261353,-1386.256226,1104.659912
215,0,-0.019372,0.022754,-1.565415,-1255.722412,-1385.233643,1104.666382
216,0,-0.017379,0.023763,-1.564633,-1256.331299,-1383.974854,1104.813477
217,0,-0.017113,0.022366,-1.565965,-1256.985962,-1382.681396,1104.937500
218,0,-0.019659,0.021395,-1.565366,-1257.542114,-1381.629517,1105.133057
219,0,-0.018174,0.021725,-1.566453,-1258.302368,-1380.173218,1105.484619
220,0,-0.018957,0.021474,-1.566518,-1258.992310,-1378.938477,1105.760986
221,0,-0.021667,0.020418,-1.566352,-1259.653442,-1377.918945,1106.016968
222,0,-0.017822,0.020320,-1.565752,-1260.503784,-1376.589478,1106.328857
223,0,-0.017958,0.023054,-1.565825,-1261.157349,-1375.643066,1106.502441
224,0,-0.015107,0.025710,-1.567322,-1261.957764,-1374.433838,1106.692749
225,0,-0.012737,0.027884,-1.566905,-1262.811035,-1373.318604,1106.905396
226,0,-0.010845,0.030163,-1.567882,-1263.607666,-1372.195801,1107.036255
227,0,-0.010682,0.026391,-1.568571,-1264.483765,-1371.125610,1107.191162
228,0,-0.006868,0.032219,-1.566622,-1265.330444,-1369.756104,1107.202759
229,0,-0.007634,0.030386,-1.565889,-1266.195068,-1368.419067,1107.248291
230,0,-0.007010,0.032231,-1.566697,-1267.176758,-1367.312012,1107.075073
231,0,-0.005988,0.032197,-1.566824,-1268.085449,-1366.116211,1106.976807
232,0,-0.006699,0.032053,-1.567101,-1269.087769,-1364.799438,1106.903320
233,0,-0.009576,0.035380,-1.568045,-1269.906128,-1363.663940,1106.849121
234,0,-0.009753,0.035942,-1.568170,-1270.807251,-1362.409790,1106.675171
235,0,-0.011029,0.040617,-1.566983,-1271.695190,-1361.273071,1106.714844
236,0,-0.011757,0.042595,-1.567600,-1272.521484,-1360.028442,1106.707275
237,0,-0.012906,0.048796,-1.566125,-1273.309326,-1359.062012,1106.724487
238,0,-0.012406,0.056122,-1.567648,-1274.140747,-1357.963867,1106.655518
239,0,-0.013637,0.061528,-1.567099,-1274.956665,-1357.008789,1106.512207
240,0,-0.014580,0.067354,-1.568783,-1275.916992,-1355.872803,1106.546753
241,0,-0.014439,0.070741,-1.568892,-1276.840454,-1354.808472,1106.480225
242,0,-0.013079,0.069918,-1.567136,-1277.895996,-1353.759277,1106.447021
243,0,-0.013915,0.069618,-1.567665,-1278.904175,-1352.491821,1106.494629
244,0,-0.015750,0.068402,-1.567697,-1280.062622,-1351.408813,1106.393188
245,0,-0.015031,0.065970,-1.567643,-1281.222290,-1350.196777,1106.493896
246,0,-0.013639,0.063358,-1.568643,-1282.269165,-1349.159546,1106.590698
247,0,-0.014746,0.059284,-1.566963,-1283.485352,-1347.763916,1106.823730
248,0,-0.015216,0.060479,-1.567836,-1284.532227,-1346.745605,1106.900146
249,0,-0.013768,0.060353,-1.566587,-1285.551880,-1345.564209,1107.160034
250,0,-0.013532,0.061909,-1.566507,-1286.558228,-1344.645508,1107.363281
251,0,-0.014312,0.063954,-1.566374,-1287.582886,-1343.779053,1107.585327
252,0,-0.012896,0.069600,-1.567470,-1288.387939,-1343.040771,1107.745605
253,0,-0.010626,0.074268,-1.566087,-1289.416748,-1342.272461,1107.981934
254,0,-0.010143,0.079062,-1.566835,-1290.348633,-1341.588013,1108.070557
255,0,-0.008979,0.075695,-1.567651,-1291.258301,-1341.012573,1108.300781
256,0,-0.005848,0.084312,-1.564823,-1292.390015,-1340.015747,1108.315918
257,0,-0.005967,0.086280,-1.564844,-1293.259521,-1339.159912,1108.442627
258,0,-0.008722,0.090901,-1.567153,-1294.090332,-1338.660645,1108.282471
259,0,-0.011186,0.087519,-1.567677,-1294.952759,-1337.975586,1108.414917
260,0,-0.011059,0.093440,-1.565872,-1295.819336,-1337.047363,1108.430908
261,0,-0.014316,0.093471,-1.565911,-1296.710815,-1336.348877,1108.447266
262,0,-0.016394,0.093312,-1.565441,-1297.526733,-1335.531372,1108.546997
263,0,-0.018216,0.093218,-1.566337,-1298.337280,-1334.885254,1108.605103
264,0,-0.018457,0.092847,-1.566285,-1299.357666,-1334.064575,1108.857666
265,0,-0.018344,0.091027,-1.566545,-1300.256104,-1333.514526,1109.026001
266,0,-0.020139,0.085478,-1.567261,-1301.171997,-1333.141602,1109.196899
267,0,-0.017540,0.088862,-1.566143,-1302.156982,-1332.334595,1109.482910
268,0,-0.017280,0.088494,-1.567319,-1302.924683,-1332.029297,1109.579102
269,0,-0.016872,0.088136,-1.568184,-1303.680054,-1331.678833,1109.749512
270,0,-0.018911,0.084698,-1.566247,-1304.538086,-1331.271729,1110.041260
271,0,-0.017422,0.088685,-1.567340,-1305.293945,-1330.746094,1110.075073
272,0,-0.018654,0.089018,-1.567362,-1305.988281,-1330.401978,1110.147583
273,0,-0.017747,0.089255,-1.566605,-1306.812744,-1330.018433,1110.285522
274,0,-0.018315,0.090425,-1.566175,-1307.450439,-1329.840210,1110.350830
275,0,-0.018383,0.087750,-1.566029,-1308.057129,-1329.599121,1110.414673
276,0,-0.019774,0.090053,-1.565898,-1308.750244,-1329.313110,1110.273682
277,0,-0.018122,0.089355,-1.566442,-1309.523560,-1328.928345,1110.274292
278,0,-0.018011,0.088368,-1.565925,-1310.167847,-1328.643433,1110.317505
279,0,-0.019451,0.090495,-1.567233,-1310.709106,-1328.570068,1110.176025
280,0,-0.020260,0.090918,-1.566886,-1311.276611,-1328.413330,1110.156494
281,0,-0.023091,0.090732,-1.566255,-1311.723389,-1328.440063,1110.176147
282,0,-0.024203,0.092207,-1.564805,-1312.162842,-1328.480225,1110.223755
283,0,-0.022657,0.093677,-1.566049,-1312.756714,-1328.295044,1110.274780
284,0,-0.023303,0.094432,-1.566324,-1313.229492,-1328.290161,1110.336426
285,0,-0.024376,0.095008,-1.566853,-1313.660645,-1328.232300,1110.416748
286,0,-0.024260,0.094004,-1.567376,-1314.171143,-1328.201904,1110.397583
287,0,-0.024832,0.094421,-1.568058,-1314.568481,-1328.236938,1110.455933
288,0,-0.024360,0.094352,-1.567587,-1315.002075,-1328.318848,1110.531250
289,0,-0.022607,0.093937,-1.566765,-1315.456055,-1328.363037,1110.694092
290,0,-0.021395,0.093431,-1.566148,-1315.869629,-1328.425293,1110.867676
291,0,-0.021265,0.093284,-1.566963,-1316.151489,-1328.646484,1110.950684
292,0,-0.021222,0.093152,-1.567473,-1316.448486,-1328.862549,1111.092407
293,0,-0.022007,0.091329,-1.566779,-1316.734497,-1329.108276,1111.245728
294,0,-0.022589,0.093271,-1.568056,-1317.023682,-1329.519165,1111.310791
295,0,-0.022438,0.093438,-1.567706,-1317.275513,-1329.786377,1111.479004
296,0,-0.022925,0.094002,-1.567518,-1317.458496,-1330.106812,1111.633545
297,0,-0.024922,0.094408,-1.567460,-1317.613647,-1330.458618,1111.748657
298,0,-0.026731,0.096410,-1.568900,-1317.747803,-1330.735596,1111.925903
299,0,-0.027508,0.094707,-1.568041,-1317.834717,-1331.247070,1111.958130
300,0,-0.027541,0.095062,-1.568193,-1317.940796,-1331.690186,1112.080078
301,0,-0.026224,0.095769,-1.569110,-1318.005981,-1332.140015,1112.269531
302,0,-0.023382,0.095175,-1.567501,-1318.137207,-1332.503540,1112.473267
303,0,-0.022515,0.094885,-1.566891,-1318.258423,-1332.956177,1112.621948
304,0,-0.021793,0.094586,-1.566333,-1318.341553,-1333.484253,1112.726807
305,0,-0.022742,0.094323,-1.566727,-1318.366943,-1334.098267,1112.761963
306,0,-0.024067,0.094105,-1.568205,-1318.319946,-1334.814209,1112.792236
307,0,-0.024388,0.094501,-1.568065,-1318.252197,-1335.412842,1112.878906
308,0,-0.025584,0.094520,-1.568347,-1318.169800,-1336.041626,1112.962524
309,0,-0.024674,0.094437,-1.568002,-1318.093140,-1336.704468,1113.073364
310,0,-0.022827,0.094112,-1.566697,-1317.982544,-1337.210449,1113.313354
311,0,-0.025521,0.094838,-1.566843,-1317.745239,-1338.142090,1113.316895
312,0,-0.024532,0.092612,-1.566516,-1317.509155,-1338.967896,1113.389404
313,0,-0.029444,0.092001,-1.564427,-1317.318726,-1339.780273,1113.397095
314,0,-0.028300,0.093006,-1.566339,-1317.169312,-1340.556152,1113.361450
315,0,-0.025107,0.093668,-1.568014,-1317.007690,-1341.331055,1113.463867
316,0,-0.024834,0.095578,-1.568929,-1316.785522,-1342.002930,1113.632324
317,0,-0.023312,0.093777,-1.567199,-1316.513550,-1342.836182,1113.747559
318,0,-0.024642,0.093942,-1.567902,-1316.149536,-1343.730225,1113.765747
319,0,-0.025809,0.092765,-1.567204,-1315.807983,-1344.622070,1113.760254
320,0,-0.028685,0.092041,-1.568313,-1315.444458,-1345.589844,1113.734741
321,0,-0.029626,0.090818,-1.568208,-1315.088379,-1346.474121,1113.797485
322,0,-0.030368,0.088958,-1.567522,-1314.752197,-1347.326660,1113.913330
323,0,-0.031835,0.087786,-1.569330,-1314.291504,-1348.142212,1114.057739
324,0,-0.033833,0.085331,-1.569051,-1313.820801,-1348.935181,1114.163452
325,0,-0.037205,0.081856,-1.568737,-1313.336304,-1349.928345,1114.115112
326,0,-0.039901,0.079808,-1.568796,-1312.784302,-1350.926147,1114.208008
327,0,-0.042605,0.076340,-1.565741,-1312.263550,-1351.716309,1114.194946
328,0,-0.043001,0.075843,-1.567884,-1311.793945,-1352.662598,1114.133423
329,0,-0.043614,0.075849,-1.568695,-1311.247314,-1353.757568,1114.053467
330,0,-0.042383,0.075512,-1.568306,-1310.713379,-1354.820923,1113.997437
331,0,-0.042386,0.076057,-1.569075,-1310.035278,-1355.920044,1113.823242
332,0,-0.042323,0.077744,-1.569812,-1309.419434,-1357.004883,1113.597046
333,0,-0.041203,0.078485,-1.568911,-1308.792480,-1357.994751,1113.366211
334,0,-0.039638,0.078308,-1.567895,-1308.100586,-1359.275879,1112.883423
335,0,-0.038317,0.078978,-1.568048,-1307.420044,-1360.226196,1112.556274
336,0,-0.040491,0.078342,-1.568586,-1306.671265,-1361.398804,1112.009277
337,0,-0.039309,0.080097,-1.568556,-1305.929688,-1362.654907,1111.404663
338,0,-0.039017,0.079720,-1.568236,-1305.178955,-1363.643677,1111.010010
339,0,-0.041511,0.080491,-1.567489,-1304.259033,-1364.875732,1110.478638
