header,t,pose,velocity,acceleration,acc_bias,gyr_bias,jerk,snap,motors,timestamp
"seq: 5004
stamp: 
  secs: 1724025223
  nsecs: 773678541
frame_id: ""world""",1724025223.7736785,"position: 
  x: -0.004639796845229651
  y: -0.014376519346052248
  z: 0.9454715602277388
orientation: 
  x: -0.007289433890952764
  y: 0.004618740373713633
  z: -0.005862513344550334
  w: 0.999945579683312","linear: 
  x: 0.10278231783503215
  y: 0.08153170987662883
  z: -0.1114917693105482
angular: 
  x: 0.031739645113255895
  y: 0.0247492113037288
  z: 0.0031029768926256586","linear: 
  x: 0.09032533748500125
  y: 0.35107604705169065
  z: -0.7257535260809095
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8143756
"seq: 5005
stamp: 
  secs: 1724025223
  nsecs: 788758516
frame_id: ""world""",1724025223.7887585,"position: 
  x: -0.002952752910549918
  y: -0.013848950859896058
  z: 0.9444784818535757
orientation: 
  x: -0.0075126489938075825
  y: 0.004628155819954459
  z: -0.005791577688504669
  w: 0.9999442974019503","linear: 
  x: 0.1080681584199464
  y: 0.06387344509896235
  z: -0.09858981651834199
angular: 
  x: -0.004676002288330396
  y: 0.010665660881797904
  z: 0.0067678019950540395","linear: 
  x: 0.11884945312009107
  y: 0.1842199816419342
  z: -0.5523997554590152
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8144014
"seq: 5006
stamp: 
  secs: 1724025223
  nsecs: 796337605
frame_id: ""world""",1724025223.7963376,"position: 
  x: -0.002425591232486169
  y: -0.013671546360623012
  z: 0.9444403300887978
orientation: 
  x: -0.007462046752580479
  y: 0.004481826825358678
  z: -0.005867931941155512
  w: 0.9999448977125209","linear: 
  x: 0.09943941322028271
  y: 0.05520192286603531
  z: -0.07938319129651962
angular: 
  x: 0.002038286598508463
  y: -0.00728288080050094
  z: -0.0031642197048011283","linear: 
  x: 0.04863756794250694
  y: 0.11004253663665811
  z: -0.3800417292598272
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.814417
"seq: 5007
stamp: 
  secs: 1724025223
  nsecs: 804764032
frame_id: ""world""",1724025223.804764,"position: 
  x: -0.0019588058698769848
  y: -0.013292426720932579
  z: 0.9443589421731533
orientation: 
  x: -0.007596610652101131
  y: 0.004347101329035905
  z: -0.005900333182748555
  w: 0.9999442885906036","linear: 
  x: 0.08723026244385752
  y: 0.053085209582482085
  z: -0.06224477990797219
angular: 
  x: -0.013025561258278874
  y: -0.01835916633579179
  z: -0.005355281209450428","linear: 
  x: -0.045682492532278005
  y: 0.08729046036173113
  z: -0.22800533407234896
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8144336
"seq: 5008
stamp: 
  secs: 1724025223
  nsecs: 815927505
frame_id: ""world""",1724025223.8159275,"position: 
  x: -0.0012707697813517473
  y: -0.01247683771810911
  z: 0.9442742880409184
orientation: 
  x: -0.007717677577078447
  y: 0.004109489047509293
  z: -0.005898192509848161
  w: 0.999944378891997","linear: 
  x: 0.07735391748547527
  y: 0.061261639678828146
  z: -0.04411725303739327
angular: 
  x: -0.01769509577075197
  y: -0.03186347599720835
  z: -0.002401835969888179","linear: 
  x: -0.11525533711515376
  y: 0.1407862368148797
  z: -0.07444855529788277
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.820025
"seq: 5009
stamp: 
  secs: 1724025223
  nsecs: 824043274
frame_id: ""world""",1724025223.8240433,"position: 
  x: -0.0008039696275121222
  y: -0.011889581009611426
  z: 0.9442718783952168
orientation: 
  x: -0.007828435450630925
  y: 0.0037042403830903517
  z: -0.005877053749980623
  w: 0.9999452257202889","linear: 
  x: 0.07145878875964402
  y: 0.0650999060291422
  z: -0.0334229355999852
angular: 
  x: -0.021126626832557446
  y: -0.05777783147575077
  z: 0.0001585434470972712","linear: 
  x: -0.15157299516581008
  y: 0.1605253048577583
  z: 0.00828475312589147
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.827322
"seq: 5010
stamp: 
  secs: 1724025223
  nsecs: 833961964
frame_id: ""world""",1724025223.833962,"position: 
  x: -0.00040093313795995733
  y: -0.011146238109474117
  z: 0.9445567177558746
orientation: 
  x: -0.007903441428294047
  y: 0.0028868936138910775
  z: -0.005902120165590542
  w: 0.9999471818233214","linear: 
  x: 0.0601277055080752
  y: 0.06954994990512686
  z: -0.013213058497209575
angular: 
  x: -0.016025356943602923
  y: -0.10467050643159488
  z: -0.004556728460205747","linear: 
  x: -0.2244287358179204
  y: 0.181501692644915
  z: 0.15714182458775056
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8377433
"seq: 5011
stamp: 
  secs: 1724025223
  nsecs: 845182180
frame_id: ""world""",1724025223.8451822,"position: 
  x: 0.00019949102775205108
  y: -0.010347244901722142
  z: 0.9445298904411508
orientation: 
  x: -0.00784523630064731
  y: 0.002266209543217435
  z: -0.005913742516960626
  w: 0.9999491708137651","linear: 
  x: 0.055601738882889135
  y: 0.07182709060287208
  z: -0.007723406211173711
angular: 
  x: -0.0019808948152011505
  y: -0.10772513883559877
  z: -0.003695788840627687","linear: 
  x: -0.23934420299529224
  y: 0.18328941711092628
  z: 0.18482462705280217
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.849718
"seq: 5012
stamp: 
  secs: 1724025223
  nsecs: 853568554
frame_id: ""world""",1724025223.8535686,"position: 
  x: 2.814516333643898e-06
  y: -0.009862185962326183
  z: 0.9452172820899849
orientation: 
  x: -0.007644609911680646
  y: 0.0018115556594563633
  z: -0.005809989231225617
  w: 0.999952259975707","linear: 
  x: 0.030973089607281387
  y: 0.06903776716320102
  z: 0.019429325026035005
angular: 
  x: 0.015785165193549867
  y: -0.10535826135477533
  z: 0.006491397281556686","linear: 
  x: -0.4090109923791745
  y: 0.15073869312674096
  z: 0.3765100405716972
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8581402
"seq: 5013
stamp: 
  secs: 1724025223
  nsecs: 863509655
frame_id: ""world""",1724025223.8635097,"position: 
  x: -0.00022717604006231316
  y: -0.009233388825083962
  z: 0.9458521221014953
orientation: 
  x: -0.007778843197346476
  y: 0.001481369839765764
  z: -0.005684762979665545
  w: 0.9999524881772005","linear: 
  x: 0.010526644733040215
  y: 0.06851902056001473
  z: 0.03646278913159369
angular: 
  x: -0.002626466803252937
  y: -0.0878848499541879
  z: 0.014295236393624646","linear: 
  x: -0.5288389009838801
  y: 0.13606781307096888
  z: 0.47351747718520387
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8678637
"seq: 5014
stamp: 
  secs: 1724025223
  nsecs: 873498917
frame_id: ""world""",1724025223.873499,"position: 
  x: -2.350341854864457e-05
  y: -0.008500121290848381
  z: 0.946021883961876
orientation: 
  x: -0.007739852371944899
  y: 0.0013188492225285455
  z: -0.005720402301165087
  w: 0.9999528150465409","linear: 
  x: 0.009390150980974376
  y: 0.07127323998104536
  z: 0.03395303920612014
angular: 
  x: 0.0021587449167261947
  y: -0.06293004723384027
  z: 0.004543707912314406","linear: 
  x: -0.4980522956420866
  y: 0.14642602534487728
  z: 0.41976000952065134
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8782065
"seq: 5015
stamp: 
  secs: 1724025223
  nsecs: 884781599
frame_id: ""world""",1724025223.8847816,"position: 
  x: -0.0005216863957425897
  y: -0.00682580434078862
  z: 0.9468652239358648
orientation: 
  x: -0.0077841165503924345
  y: 0.0014968544044803257
  z: -0.005826920958555743
  w: 0.999951605803283","linear: 
  x: -0.013849679157921265
  y: 0.09942377252316549
  z: 0.052034302628273486
angular: 
  x: -0.002620344497471734
  y: -0.018452860011419447
  z: -0.00636322812498574","linear: 
  x: -0.6261237206953704
  y: 0.33902564935138324
  z: 0.5167577083959342
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8930838
"seq: 5016
stamp: 
  secs: 1724025223
  nsecs: 894295216
frame_id: ""world""",1724025223.8942952,"position: 
  x: -0.000566588578647513
  y: -0.005615568460148234
  z: 0.9471907401378044
orientation: 
  x: -0.0077477751381745535
  y: 0.0016270718488550972
  z: -0.005763514656599118
  w: 0.9999520521087051","linear: 
  x: -0.01628701851550113
  y: 0.11025695458672773
  z: 0.05105697797148811
angular: 
  x: 0.0014790011963801977
  y: 0.00015500660915047923
  z: 0.0017348015073630168","linear: 
  x: -0.6005759226487706
  y: 0.3942524548420924
  z: 0.4739751019499338
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.8982942
"seq: 5017
stamp: 
  secs: 1724025223
  nsecs: 904019594
frame_id: ""world""",1724025223.9040196,"position: 
  x: -0.0002042494636064535
  y: -0.004693444081568003
  z: 0.947027306451725
orientation: 
  x: -0.00772428738945152
  y: 0.0019321566130794535
  z: -0.005654786883595102
  w: 0.9999523116331344","linear: 
  x: -0.004136239785840571
  y: 0.10798080208701759
  z: 0.03327550759644564
angular: 
  x: 0.006743586925034019
  y: 0.02887113959005193
  z: 0.010795850693818991","linear: 
  x: -0.46708824015564915
  y: 0.34767650229113173
  z: 0.3077706740941436
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9085696
"seq: 5018
stamp: 
  secs: 1724025223
  nsecs: 914186478
frame_id: ""world""",1724025223.9141865,"position: 
  x: -0.0005301047352005604
  y: -0.004019692785266892
  z: 0.9464840256882611
orientation: 
  x: -0.007546095075774644
  y: 0.002019816852038975
  z: -0.005634100893424129
  w: 0.9999536157723089","linear: 
  x: -0.02022554201156015
  y: 0.09468806072457082
  z: 0.0021083142507460763
angular: 
  x: 0.02113277975234674
  y: 0.02030301189593081
  z: 0.007147489563643818","linear: 
  x: -0.5572737059072048
  y: 0.21796071855855814
  z: 0.043147436156981106
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9322646
"seq: 5019
stamp: 
  secs: 1724025223
  nsecs: 931329250
frame_id: ""world""",1724025223.9313293,"position: 
  x: -0.0009642282281526195
  y: -0.00272441243266395
  z: 0.9459339765032762
orientation: 
  x: -0.007279506040726744
  y: 0.002436078460556523
  z: -0.005490694774136198
  w: 0.9999554623004139","linear: 
  x: -0.029961925642116
  y: 0.08647427104371469
  z: -0.016823239676051857
angular: 
  x: 0.02838081442756953
  y: 0.041556543594254876
  z: 0.014666303850042018","linear: 
  x: -0.5586337820912946
  y: 0.1292262713604188
  z: -0.1029178127682018
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9363835
"seq: 5020
stamp: 
  secs: 1724025223
  nsecs: 935756207
frame_id: ""world""",1724025223.9357562,"position: 
  x: -0.0009887296590415126
  y: -0.0024105655860594782
  z: 0.9457727662753994
orientation: 
  x: -0.006995238072215664
  y: 0.0024756930127698583
  z: -0.00546224473439132
  w: 0.9999575498344324","linear: 
  x: -0.02858834397677014
  y: 0.0846683013633079
  z: -0.020181309390466685
angular: 
  x: 0.05230298183397025
  y: 0.036043762766947755
  z: 0.014331857476954559","linear: 
  x: -0.5298809520208241
  y: 0.11145080305467267
  z: -0.12461313514102895
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9390175
"seq: 5021
stamp: 
  secs: 1724025223
  nsecs: 947768927
frame_id: ""world""",1724025223.947769,"position: 
  x: -0.0011875493772406543
  y: -0.001387740029921308
  z: 0.9455709778671152
orientation: 
  x: -0.006279379744301683
  y: 0.002570967405628897
  z: -0.005474267955700045
  w: 0.9999619952313065","linear: 
  x: -0.029563408319103212
  y: 0.08593895240404094
  z: -0.020214944306095366
angular: 
  x: 0.08578529258958
  y: 0.02626923342861672
  z: 0.006341280968383742","linear: 
  x: -0.4912177002326707
  y: 0.11096178726734372
  z: -0.11411709748249911
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9518912
"seq: 5022
stamp: 
  secs: 1724025223
  nsecs: 953449965
frame_id: ""world""",1724025223.95345,"position: 
  x: -0.00031512487178116496
  y: -0.0006798456837186607
  z: 0.945048117062613
orientation: 
  x: -0.005402489065224149
  y: 0.002402907118128116
  z: -0.005662485803937686
  w: 0.9999664871403453","linear: 
  x: 0.001974646498333486
  y: 0.09370427484861694
  z: -0.03416431268913325
angular: 
  x: 0.14354618560743412
  y: 0.0047253537615052155
  z: -0.012345598121734894","linear: 
  x: -0.23699491831864355
  y: 0.16379997773258786
  z: -0.21261880466705518
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.957619
"seq: 5023
stamp: 
  secs: 1724025223
  nsecs: 970913887
frame_id: ""world""",1724025223.970914,"position: 
  x: 0.000500941164416473
  y: 0.0012450093785215724
  z: 0.9444920319044547
orientation: 
  x: -0.003428611630454231
  y: 0.0024123162971745916
  z: -0.005706731137368191
  w: 0.9999749289717698","linear: 
  x: 0.01915008203486592
  y: 0.10351458011613317
  z: -0.03563769882615749
angular: 
  x: 0.19102385181558645
  y: 0.0029394288464108546
  z: -0.007216936681494425","linear: 
  x: -0.0903965715080676
  y: 0.211805895951842
  z: -0.19637752335459302
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9753249
"seq: 5024
stamp: 
  secs: 1724025223
  nsecs: 975088358
frame_id: ""world""",1724025223.9750884,"position: 
  x: 0.00047133211453943575
  y: 0.0018125078630652086
  z: 0.9448655615825754
orientation: 
  x: -0.002914802740389734
  y: 0.002271769772698066
  z: -0.0053799055397361645
  w: 0.9999786995748801","linear: 
  x: 0.015068960878629412
  y: 0.1089460794464627
  z: -0.018613088935124675
angular: 
  x: 0.20172321205713753
  y: -0.01052981281677666
  z: 0.024605848598844893","linear: 
  x: -0.11811783903118603
  y: 0.24584087967785428
  z: -0.06281907174988116
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.9787135
"seq: 5025
stamp: 
  secs: 1724025223
  nsecs: 983840227
frame_id: ""world""",1724025223.9838402,"position: 
  x: 0.00010284205123821197
  y: 0.0024704824960982323
  z: 0.9443972318450474
orientation: 
  x: -0.0023952984404787304
  y: 0.0023500721750266407
  z: -0.005196497957531208
  w: 0.9999808678745463","linear: 
  x: -0.001487805096699865
  y: 0.1015517506898382
  z: -0.0286493590749798
angular: 
  x: 0.16791266340898128
  y: 0.0012497366822700055
  z: 0.031784369614543284","linear: 
  x: -0.23155558656619712
  y: 0.1760822019265782
  z: -0.1321435971929676
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1724025223.999978
